Book Id,Title,Author,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
15544,Shame of Man (Geodyssey  #2),Piers Anthony,3.84,0312858116,9780312858117,eng,380,18,0,10/1/1994,Tor Books,"Fantasy;Historical,Historical Fiction;Fiction;Historical;Science Fiction;Science Fiction Fantasy;Speculative Fiction;Literature,American;Historical Fiction,Historical Fantasy;History,Prehistory"
16430,City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,3.98,0553587897,9780553587890,en-US,455,1060,116,7/26/2005,Bantam Books,"Horror;Fiction;Thriller;Fantasy;Science Fiction;Mystery;Suspense;Fantasy,Paranormal;Horror,Victor Frankenstein;Fantasy,Supernatural"
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,0393325830,9780393325836,eng,128,116,6,7/17/2004,W. W. Norton  Company,"Plays;Drama;Classics;Academic,School;Fantasy,Mythology;Fiction;Plays,Theatre;Literature,African Literature;Cultural,Greece;Cultural,Africa"
43073,Who Was Anne Frank?,Ann Abramson/Nancy Harrison,4.26,0448444828,9780448444826,eng,103,1953,293,1/18/2007,Penguin Workshop,"Biography;Nonfiction;History;World War II,Holocaust;Childrens;War,World War II;Historical;Childrens,Middle Grade;Biography Memoir;Childrens,Chapter Books"
20424,Clown,Quentin Blake,3.98,0805059334,9780805059335,en-US,32,384,47,9/15/1998,Henry Holt and Co. (BYR),"Childrens,Picture Books;Childrens;Adventure;Fiction;Fantasy;Art;Family;Graphic Novels Comics;European Literature,British Literature"
11514,L'Éveil d'Endymion II,Dan Simmons,4.25,2266106341,9782266106344,fre,410,19,0,7/6/2000,Pocket,"Science Fiction;Cultural,France"
10863,Pipe Dream (Strivers Row),Solomon Jones,3.97,0375756604,9780375756603,eng,341,139,17,7/31/2001,Villard,Fiction;Urban
33747,La falsificadora,Jennifer Crusie/Marina Mariasch,3.92,9500426544,9789500426541,spa,420,18,1,9/1/2005,Planeta Publishing,"Romance;Womens Fiction,Chick Lit;Romance,Contemporary Romance;Contemporary;Fiction;Humor;Mystery;Adult;Humor,Comedy;Audiobook"
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,8466625127,9788466625128,spa,250,193,23,8/1/2006,Ediciones B,"Nonfiction;Economics;Business;Science;Psychology;Sociology;Economics,Finance;Politics;Audiobook;Social Science"
16546,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,4.47,0395606489,9780395606483,eng,102,531,14,10/1/1992,Houghton Mifflin,"Fantasy;Art;Fiction;Childrens,Picture Books;Sequential Art,Graphic Novels;Reference;Science Fiction;Classics;Literature"
31875,What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,4.19,0674013735,9780674013735,eng,384,400,42,3/15/2004,Belknap Press,"Philosophy;History;Nonfiction;History,Ancient History;Cultural,France;Religion,Theology;Literature,Ancient;Religion;Classics"
2557,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,0375711163,9780375711169,eng,732,2732,105,4/4/2006,Knopf Publishing Group,"Art;Biography;Nonfiction;Art,Art History;History;Biography Memoir;Art,Visual Art"
6482,The Antiquary,Walter Scott/Nicola J. Watson,3.83,0192831879,9780192831873,eng,528,354,37,5/23/2002,Oxford University Press,"Classics;Fiction;Historical,Historical Fiction;Cultural,Scotland;Literature;Historical;Literature,19th Century;European Literature,British Literature;Classics,Classic Literature;Romance"
8742,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,4.16,0571178561,9780571178568,eng,589,114,14,11/10/1995,Faber  Faber,"Fiction;Religion;Classics;Historical,Historical Fiction;Literature;Novels;Cultural,Greece;Religion,Christianity;Philosophy;Spirituality"
32828,The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,3.63,0786714956,9780786714957,eng,498,28,4,2/15/2005,Running Press,"Short Stories;Science Fiction,Steampunk;Science Fiction;Adventure;Fiction;Anthologies;Speculative Fiction;Science Fiction Fantasy;Fantasy"
15468,Geis of the Gargoyle (Xanth #18),Piers Anthony,3.71,0812534859,9780812534856,en-US,342,5242,42,10/15/1995,Tor Fantasy,"Fantasy;Fiction;Humor;Science Fiction Fantasy;Young Adult;Fantasy,Magic;Science Fiction;Adult;Adventure;Fantasy,High Fantasy"
33539,World War II: A Short History,Michael J. Lyons,3.9,0130977691,9780130977694,en-US,343,72,6,6/19/2003,Routledge,"History;Nonfiction;Textbooks;War,World War II;War,Military Fiction;War;Academic,Read For School"
4329,H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,3.97,1568821573,9781568821573,eng,260,98,2,2/2/2008,Chaosium,"Games,Role Playing Games;Games,Gaming;Horror;Sports and Games,Games;Lovecraftian,Cthulhu Mythos;Fantasy"
7341,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,4.09,0664226108,9780664226107,eng,169,577,67,10/31/2003,Westminster John Knox Press,"Nonfiction;Christian;Religion,Christianity;Religion;Literature;Religion,Theology;Criticism,Literary Criticism;Philosophy;Writing,Books About Books;Christianity,Catholic"
23461,Watchtower (Chronicles of Tornor  #1),Elizabeth A. Lynn,3.57,0743498097,9780743498098,eng,224,646,35,12/1/2004,iBooks,"Fantasy;LGBT;Fiction;Science Fiction;LGBT,Queer;Science Fiction Fantasy;Fantasy,High Fantasy;Romance;LGBT,Gay;Speculative Fiction"
16654,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4.0,0441909116,9780441909117,eng,258,157,5,3/1/1990,Ace,"Fantasy;Fiction;Science Fiction Fantasy;Speculative Fiction;Fantasy,Epic Fantasy;Science Fiction"
16806,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,0.0,0415940478,9780415940474,eng,386,0,0,11/8/2002,Routledge,Literary Collections
30347,The Alibi,Sandra Brown,4.04,0446618675,9780446618670,eng,564,20164,523,11/1/2006,Hachette Books,"Romance;Mystery;Romance,Romantic Suspense;Suspense;Fiction;Thriller;Contemporary;Thriller,Mystery Thriller;Mystery,Crime;Romance,Contemporary Romance"
30128,Lafcadio  the Lion Who Shot Back,Shel Silverstein,4.15,0060256753,9780060256753,eng,112,5308,307,9/24/2013,HarperCollins,"Childrens;Fiction;Poetry;Childrens,Picture Books;Humor;Fantasy;Animals;Young Adult;Classics;Novels"
29788,For the Relief of Unbearable Urges,Nathan Englander,3.93,0375704434,9780375704437,eng,205,2418,229,3/21/2000,Vintage,"Short Stories;Fiction;Literature,Jewish;Literature;Religion,Judaism;Literary Fiction;Religion;Literature,American;Contemporary;Judaism,Judaica"
15763,Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,0970998716,9780970998712,eng,700,602,10,10/25/2001,Bright Sky Press,"Fiction;Suspense;Horror;Adventure,Survival;Politics,Government;Politics;Womens;Mystery"
3900,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.51,0792272668,9780792272663,eng,204,240,46,5/1/2005,National Geographic Society,"Cultural,France;Travel;Nonfiction;History;Historical;Autobiography,Memoir;Writing,Essays"
15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.4,0151015317,9780151015313,en-US,229,778,122,8/6/2007,Houghton Mifflin Harcourt,"Short Stories;Horror;Fiction;Mystery;Anthologies;Literary Fiction;Literature;Suspense;Thriller;American,American Fiction"
41179,Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,4.39,1560600802,9781560600800,eng,328,1768,93,4/21/2015,Marvel Comics,"Sequential Art,Comics;Sequential Art,Graphic Novels;Comics,Comic Book;Comics,Superheroes;Science Fiction;Fiction;Graphic Novels Comics;Superheroes,Marvel;Horror;Sequential Art,Comix"
20807,Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.93,0618257764,9780618257768,eng,432,161,16,11/14/2002,Mariner Books,"History;Nonfiction;North American Hi...,American History;Politics;Philosophy;Literature,American;Military History,American Revolution;Biography;Politics,Political Science;Presidents,Us Presidents"
19532,Die Mandarins von Paris,Simone de Beauvoir,4.14,3499107619,9783499107610,ger,1040,61,5,1/1/2000,Rowohlt Tb.,"Fiction;Classics;Philosophy;Cultural,France;Feminism;European Literature,French Literature;Novels;Literature;Literature,20th Century;Literary Fiction"
7588,A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,3.61,0142437344,9780142437346,eng,329,108179,3536,3/25/2003,Penguin Classics,"Classics;Fiction;Literature;European Literature,Irish Literature;Cultural,Ireland;Novels;Literature,20th Century;Literary Fiction;Academic,School;Classics,Classic Literature"
31116,The Dew Breaker,Edwidge Danticat,3.8,1400034299,9781400034291,eng,244,5891,584,3/8/2005,Vintage,"Fiction;Short Stories;Historical,Historical Fiction;Novels;Literature;Literary Fiction;Historical;Contemporary;Academic,School;Academic,Read For School"
23322,The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,4.38,0964326191,9780964326194,eng,432,752,37,6/23/2001,Veritas Publishing,"Spirituality;Psychology;Philosophy;Nonfiction;Self Help;Religion;Self Help,Personal Development;Philosophy,Metaphysics;Science"
29135,The Barbed Coil,J.V. Jones,3.92,0446606235,9780446606233,eng,667,2129,64,4/1/1999,Grand Central Publishing,"Fantasy;Fiction;Science Fiction Fantasy;Romance;Fantasy,Epic Fantasy;Adventure;Fantasy,Magic;Science Fiction;Fantasy,High Fantasy;Adult"
37817,The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,John Piper,4.3,1590526856,9781590526859,eng,112,20,0,7/3/2006,Multnomah,"Religion,Theology"
25996,The Mother,Pearl S. Buck,4.04,1559210915,9781559210911,eng,304,1783,93,1/1/2004,Moyer Bell and its subsidiaries,"Fiction;Historical,Historical Fiction;Classics;Cultural,China;Cultural,Asia;Literature;Nobel Prize;Historical;Literature,American;Novels"
31917,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,0195325923,9780195325928,eng,832,19,1,3/1/2007,Oxford University Press  USA,"Philosophy;Science,Mathematics;Philosophy,Logic;Reference;Nonfiction"
30005,Red Harvest,Dashiell Hammett,3.97,0752852612,9780752852614,eng,224,17966,870,5/1/2003,Orion,"Mystery;Fiction;Mystery,Crime;Mystery,Noir;Classics;Mystery,Detective;Thriller;Thriller,Mystery Thriller;Mystery,Hard Boiled;Novels"
29083,Snow,Roy McKie/P.D. Eastman,4.15,0394800273,9780394800271,eng,72,4383,88,10/12/1962,Random House,"Childrens;Childrens,Picture Books;Fiction;Classics;Holiday,Christmas;Poetry;Kids;Young Adult;Animals,Dogs;Environment,Nature"
28278,When Rain Clouds Gather,Bessie Head,3.84,0435909614,9780435909611,eng,185,1063,86,6/5/1996,Heinemann Educational Books,"Cultural,Africa;Fiction;Southern Africa,Botswana;Literature,African Literature;Southern Africa,South Africa;Literature;Classics;Literary Fiction;Academic,School;Novels"
6568,Asylum (Blackstone Chronicles  #6),John Saul,4.1,0449227944,9780449227947,eng,97,932,24,6/3/1997,Fawcett,"Horror;Fiction;Short Stories;Thriller;Thriller,Mystery Thriller;Mystery"
30362,Charade,Sandra Brown,3.94,0446601853,9780446601856,en-US,496,6044,250,7/1/1995,Hachette Books,"Romance;Romance,Romantic Suspense;Mystery;Suspense;Fiction;Contemporary;Thriller;Romance,Contemporary Romance;Thriller,Mystery Thriller;Adult"
16572,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,3.94,1580420818,9781580420815,eng,605,2080,73,12/31/2002,Cardoza,"Nonfiction;Sports and Games,Games;Sports,Sports;Reference;Self Help;Business"
16532,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,0553383833,9780553383836,eng,304,17808,403,8/30/2005,Dial Press Trade Paperback,"Fiction;Historical,Historical Fiction;Magical Realism;Romance;European Literature,Spanish Literature;Cultural,Latin American;Novels;Literature;Historical;Literary Fiction"
9592,Mother Night,Kurt Vonnegut Jr.,4.22,0385334141,9780385334143,eng,282,64096,2316,5/11/1999,Dial Press,"Fiction;Classics;Historical,Historical Fiction;War;Literature;Novels;Humor;Science Fiction;Literature,American;Historical"
13821,Lord of Light,Roger Zelazny,4.1,0060567236,9780060567231,eng,296,23392,1104,3/30/2010,Harper Voyager,"Science Fiction;Fantasy;Fiction;Science Fiction Fantasy;Fantasy,Mythology;Classics;Hugo Awards;Religion;Speculative Fiction;Novels"
